@type	@id	@lat	@lon	name	brand	operator	shop	opening_hours	addr:city	addr:postcode	addr:street	website	phone
node	6026127324	65.4905420	12.2388940	Extra Salhus	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-salhus-2460	+47 75 02 02 00
node	6026127325	66.3066870	14.1496390	Obs Mo i Rana	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-mo-i-rana-2488	+47 90 27 03 20
node	6027178820	70.9454000	27.3522000	Coop Prix Kjøllefjord	Coop Prix		supermarket	Mo-Sa 09:00-22:00				https://www.coop.no/butikker/coop-prix/coop-prix-kjollefjord-1926	+47 97 57 74 46
node	6027178821	70.0726690	29.7519370	Extra Vadsø	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-vadso-1994	+47 95 22 88 72
node	6027178825	69.7205950	30.0394280	Extra Kirkenes	Extra		supermarket	Mo-Sa 08:00-23:00				https://www.coop.no/butikker/extra/extra-kirkenes-2561	+47 90 08 59 20
node	6027178827	70.1987760	28.1865010	Extra Tana	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-tana-1965	+47 41 64 38 36
node	6027178828	71.0098850	25.0043550	Matkroken Måsøy	Matkroken		supermarket	"Mo-We 10:00-12:00, Th 12:30-13:30, Fr-Sa 10:00-12:00"				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-masoy-4444	+47 78 42 51 65
node	6027179059	70.6550010	23.7002456	Spar Hammerfest	Spar		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"					+47 46913472
node	6027179832	71.0834860	24.0565840	Matkroken Ingøy	Matkroken		supermarket	"Mo-Fr 11:00-18:00, Sa 11:00-14:00"				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-ingoy-4425	+47 99 27 29 02
node	6027179834	70.3463090	26.5042850	Matkroken Kunes	Matkroken		supermarket	"Mo-Fr 10:00-18:00, Sa 10:00-15:00"				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-kunes-4432	+47 95 11 87 00
node	6027179837	70.6524170	23.6587450	Extra Storsvingen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-storsvingen-2628	+47 90 69 48 34
node	6027179838	70.6371875	29.7266527	Extra Båtsfjord	Extra		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"				https://www.coop.no/butikker/extra/extra-batsfjord-4070	+47 78 98 37 40
node	6027179840	70.7997180	28.0961605	Coop Marked Skjånes	Coop Marked		supermarket	"Mo-Fr 11:00-16:00, Sa 11:00-13:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-skjanes-1922	+47 78 49 68 07
node	6027261511	68.5845980	16.5740230	Rema 1000 Evenskjer	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 77087480
node	6027262810	68.7401830	16.5633380	Rema 1000 Kilamyra	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 77078000
node	6027262811	69.5072400	17.6297170	Snarkjøp Fjordgård	Snarkjøp	Segla Handel	convenience	24/7					+47 941 60 757
node	6027262817	68.7908110	16.5357110	Rema 1000 Harstad	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 77040120
node	6027262818	69.3533130	18.0778800	Joker Gibostad	Joker		supermarket	"Mo-Fr 08:00-20:00, Sa 10:00-18:00"					+47 77847500
node	6027262819	69.3886660	20.2735910	Joker Skibotn	Joker		supermarket	Mo-Sa 00:00-24:00					+47 77715304
node	6027263705	68.6919720	17.5309910	Spar Gratangen	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 77021555
node	6027263713	69.6675020	19.0233050	Eurospar Tomasjord	Spar		supermarket	Mo-Sa 07:00-23:00					+47 77604570
node	6027263714	69.0839810	17.1718940	Joker Stonglandseidet	Joker		supermarket	24/7					+47 40605262
node	6028427406	67.4064050	13.9025600	Coop Marked Helligvær	Coop Marked		supermarket	"Mo-Fr 09:00-16:00, Sa 10:00-13:00"					
node	6028427410	66.9258095	13.4348577	Snarkjøp Støtt	Snarkjøp	Sørensens Sønner AS	convenience						
node	6028427411	67.1229360	14.0476220	Joker Sandhornøy	Joker		supermarket	Mo-Sa 10:00-21:00					+47 75758501
node	6028427412	66.4668310	13.1679240	Joker Kvina	Joker		supermarket	"Mo-Fr 08:00-20:00, Sa 09:00-18:00"					+47 75092716
node	6028427413	66.6262050	13.2924540	Joker Jektvik	Joker		supermarket	"Mo-Th 09:30-18:00, Fr 09:30-20:00, Sa 09:30-15:00"					+47 75097621
node	6028427546	67.2963780	14.7454060	Rema 1000 Tverlandet	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 75516260
node	6028427547	67.2797950	14.4187076	Kiwi Stormyra	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 75533051
node	6028427548	67.2520236	15.4292947	Spar Fauske	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-18:00"					+47 75648408
node	6028427551	68.5238840	17.0085390	Bunnpris Bogen	Bunnpris		supermarket	Mo-Sa 08:00-22:00					+47 76983582
node	6028427859	67.2975383	14.4030653	Rema 1000 Rønvik	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 90951065
node	6028427860	65.4767370	12.2165300	Kiwi Brønnøysund	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/Kiwi-Bronnoysund/	+47 75021590
node	6028427861	68.2329270	14.5301672	Kiwi Osan Svolvær	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 76075500
node	6028427863	66.7385230	13.5024760				convenience						
node	6028427865	65.4703280	12.2051720	Bunnpris Brønnøysund	Bunnpris		supermarket	"Mo-Fr 08:00-23:00, Sa 09:00-23:00, Su 11:00-23:00"					+47 75023011
node	6028427866	68.4099522	17.3114759				convenience	Tu-Su 09:00-22:00;Sa 09:00-20:00					
node	6028427867	68.4385210	17.4171420	Rema 1000 Frydenlund	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 76948380
node	6028427868	67.0355803	14.0250081	Joker Inndyr			convenience						
node	6028427869	66.3690630	12.3631650	Joker Lovund	Joker		supermarket	Mo-Sa 05:00-24:00					+47 75094520
node	6028427871	65.4911219	12.2401061	Spar Brønnøysund	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00"					+47 75009400
node	6028427872	68.7082870	15.4137270	Rema 1000 Sortland	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 76122265
node	6028427873	67.2771446	14.3684886	Joker Vestbyen	Joker		supermarket	"Mo-Fr 07:30-23:00, Sa-Su 10:00-23:00"					+47 75522296
node	6028427874	65.8633220	13.1934340	Rema 1000 Halsøy	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 75174000
node	6028427875	68.5012880	14.8139690	Rema 1000 Melbu	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 76150000
node	6028427876	68.4767310	16.8850330	Joker Liland	Joker		supermarket	"Mo-Fr 08:00-19:00, Sa 09:00-17:00"					+47 76984130
node	6028427878	67.0731824	14.2094877	Joh. Nilsen-Nygaard			supermarket						
node	6028428707	67.2760362	14.4100767	Kiwi Flymuseet	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 75584105
node	6028428708	65.4806000	12.2207340	Rema 1000 Brønnøysund	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 75021900
node	6028428710	66.5068074	13.3085310				supermarket						
node	6028428711	68.5260572	16.9943958	Niingskroa		Statoil Bogen	convenience	"Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00"					
node	6028428712	68.4062889	17.4155368	Kiwi Ankenes	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 76940280
node	6028428714	66.7433350	13.5517180	Spar Halsa	Spar		supermarket	"Mo-Fr 08:00-20:00, Sa 09:00-18:00"					+47 75750629
node	6028428720	66.9086009	13.6382442	Joker Reipå	Joker		supermarket	Mo-Sa 09:00-22:00				https://joker.no/finn-butikk/joker-reipa	+47 75750800
node	6028428721	66.3406960	14.1453910	Kiwi Ytteren	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 75168652
node	6028428722	68.4416820	17.4297130	Spar Finbekken	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-22:00"					+47 76945270
node	6028428726	68.4383150	17.4454630	Rema 1000 Skistua Narvik	Rema 1000		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-21:00"					+47 76942002
node	6028551212	63.7645000	9.8108900	Extra Bjugn	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-bjugn-1767	+47 97 99 49 25
node	6028551215	63.7269030	9.6874630	Extra Opphaug	Extra		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"				https://www.coop.no/butikker/extra/extra-opphaug-1835	+47 97 57 56 20
node	6028551219	63.6732290	10.6257830	Extra Leksvik	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-leksvik-1621	+47 46 94 09 33
node	6028551221	63.3620200	10.3765340	Obs City Syd	Obs		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-20:00"				https://www.coop.no/butikker/obs/obs-city-syd-2343	+47 40 00 12 02
node	6028551222	64.7990647	11.8460750	Coop Marked Opløfjorden	Coop Marked		supermarket	"Mo-Fr 09:00-17:00, Sa 09:00-13:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-oplofjorden-1653	+47 74 39 86 90
node	6028551223	63.3540600	10.3741000	Extra Tiller	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-tiller-2520	+47 40 00 14 96
node	6028551224	64.8063930	11.4550080	Coop Marked Sjånes	Coop Marked		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-sjanes-1612	+47 93 48 53 00
node	6028551227	64.6252510	12.2968190	Coop Prix Høylandet	Coop Prix		supermarket	"Mo-Fr 08:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-prix/coop-prix-hoylandet-1604	+47 48 02 44 90
node	6028551229	63.3459360	10.3354040	Coop Prix Kattem	Coop Prix		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/coop-prix/coop-prix-kattem-1819	+47 40 00 12 42
node	6028552683	63.3824290	10.3776650	Rema 1000 Kroppanmarka	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 90598008
node	6028553042	64.2239850	13.8334060	Matkroken Mebygda	Matkroken		supermarket	"Mo-Th 09:00-17:00, Fr 09:00-19:00, Sa 09:00-15:00"				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-mebygda-4442	+47 74 33 91 50
node	6028553044	63.2975000	9.8446600	Coop Mega Orkanger	Coop Mega		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-orkanger-1796	+47 97 99 51 50
node	6028553045	63.2685134	9.8177066	Extra Fannrem	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-fannrem-1772	+47 97 99 48 00
node	6028553048	63.2510450	10.0538570	Coop Prix Skaun	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-skaun-2795	+47 48 03 24 44
node	6028553049	64.2233760	11.2225210	Coop Prix Namdalseid	Coop Prix		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-prix/coop-prix-namdalseid-1634	+47 94 13 42 44
node	6028555277	64.9166750	10.9398780	Joker Austafjord	Joker		supermarket	Mo-Sa 00:00-24:00					+47 74393820
node	6028555279	63.4124590	10.5374360	Bunnpris Vikåsen	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-21:00"					+47 73572700
node	6028555280	63.4167510	10.4607810	Bunnpris Angelltrøa	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-21:00, Su 11:00-22:00"					+47 73918125
node	6028555282	63.4116370	10.4649360	Rema 1000 Dragvoll	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 73916256
node	6028555283	63.3354780	10.3619630	Bunnpris Sandmoen	Bunnpris		supermarket	"Mo-Fr 08:00-21:00, Sa 11:00-20:00, Su 10:00-22:00"					+47 72886035
node	6028555284	63.8849340	9.8703030	Coop Prix Lysøysund	Coop Prix		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-prix/coop-prix-lysoysund-1625	+47 97 57 56 71
node	6028555437	63.4270040	10.4941860	Bunnpris Charlottenlund	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-21:00, Su 11:00-22:00"					+47 73914425
node	6028555439	63.3725290	10.3442180	Rema 1000 Flatåsen	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 72590410
node	6028555442	63.7512190	11.3125330	Rema 1000 Røstad	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 74082250
node	6028555443	63.4206500	10.7550080	Rema 1000 Sveberg	Rema 1000		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"				https://www.rema.no/butikker/rema-1000-malvik-senter/1553244	+47 73975480
node	6028555444	63.4076540	10.3586050	Bunnpris Havstad	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-21:00"					+47 72558810
node	6028555445	64.0084460	11.5038340	Kiwi Sannan	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/finn-butikk/kiwi-sannan	+47 74163001
node	6028555858	64.0191560	11.4923200	Rema 1000 Nordsia	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 74145220
node	6028555859	63.4312945	10.4962134	Kiwi Charlottenlund	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 73901825
node	6028555862	63.4204960	10.4945450	Rema 1000 Charlottenlund	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 73911970
node	6028555869	63.3665180	10.3451410	Rema 1000 Saupstad	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 72591760
node	6028555870	63.8710280	11.2967150	Extra Inderøy	Extra		supermarket	Mo-Sa 07:00-23:00					
node	6028555871	63.8679970	8.6641800	Coop Marked Mausundvær	Coop Marked		supermarket	"Mo-We 09:00-18:00, Th-Fr 09:00-19:00, Sa 10:00-17:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-mausundvaer-1630	+47 48 27 22 11
node	6028555872	63.1264630	9.7051250	Extra Løkken	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-lokken-1774	+47 97 99 48 05
node	6028555873	63.8456900	8.4589470	Coop Marked Sula	Coop Marked		supermarket	"Mo-Th 10:00-16:00, Fr 10:00-18:00, Sa 10:00-15:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-sula-1795	+47 97 99 49 10
node	6028555875	63.6105759	11.0503704	Extra Åsen	Extra		supermarket	Mo-Sa 07:00-23:00					
node	6028555877	63.5883490	10.7404580	Extra Frosta	Extra		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00, Su 11:00-18:00"					
node	6028555883	62.8836730	10.4837620	Coop Prix Budal	Coop Prix		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00, Su 14:00-18:00"				https://www.coop.no/butikker/coop-prix/coop-prix-budal-2761	+47 72 43 64 10
node	6028555885	63.2977390	9.8522760	Rema 1000 Orkanger	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 72484010
node	6028555887	63.4367880	10.5877410	Bunnpris Hundhamaren	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-22:00, Su 11:00-22:00"					+47 90361390
node	6028555986	63.8511540	9.7560630	Coop Marked Vallersund	Coop Marked		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-vallersund-1735	+47 72 52 75 02
node	6028555987	63.7937760	11.4819860	Coop Mega Verdal	Coop Mega		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-verdal-1739	+47 95 44 58 30
node	6028555988	63.7896160	11.4792090	Extra Verdal	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-verdal-2528	+47 95 47 02 40
node	6028555989	63.7896000	11.4697000	Extra Ørmelen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-ormelen-2840	+47 47 77 87 10
node	6028555990	63.7978200	8.6822710	Coop Prix Dyrøy	Coop Prix		supermarket	Mo-Su 00:01-24:00				https://www.coop.no/butikker/coop-prix/coop-prix-dyroy-2757	+47 97 99 53 37
node	6028555995	63.4689380	10.9242330	Coop Mega Torgkvartalet	Coop Mega		supermarket	Mo-Sa 08:00-20:00				https://www.coop.no/butikker/coop-mega/coop-mega-torgkvartalet-2579	+47 40 00 15 37
node	6028555996	63.4448000	10.9136000	Extra Hell	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-hell-2891	+47 90 26 76 40
node	6028555997	63.4431214	10.4474449	Obs City Lade	Obs		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-20:00"				https://www.coop.no/butikker/obs/obs-city-lade-2342	+47 40 00 12 01
node	6028555999	63.4111380	10.7949940	Extra Hommelvik	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-hommelvik-1812	+47 40 00 12 35
node	6028556000	63.4162410	10.3526540	Coop Prix Sverresborg	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-sverresborg-1804	+47 40 00 12 28
node	6028556001	63.3995000	10.3720000	Coop Prix Rognheim	Coop Prix		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-23:00"				https://www.coop.no/butikker/coop-prix/coop-prix-rognheim-1803	+47 40 00 12 27
node	6028556004	64.1080640	11.3915750	Coop Prix Beitstad	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-beitstad-1700	+47 90 88 06 78
node	6028556005	64.0859870	11.7103290	Coop Marked Stod	Coop Marked		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-stod-1719	+47 94 15 24 70
node	6028556006	64.0215565	11.4892152	Extra Nordsileiret	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-nordsileiret-1697	+47 91 17 51 20
node	6028556008	64.0474640	10.0175950	Coop Marked Stokkøy	Coop Marked		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00, Su 12:00-16:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-stokkoy-1720	+47 97 99 49 30
node	6028556009	63.9584950	11.3340470	Coop Prix Sandvollan	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-prix/coop-prix-sandvollan-1702	+47 91 16 23 55
node	6028556010	63.9376810	11.4227470	Extra Mære	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-maere-1701	+47 94 17 41 90
node	6029407240	62.3093580	6.9435040	Rema 1000 Stranda	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 70263008
node	6029407243	62.2161060	5.6495710	Joker Gursken	Joker		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-20:00"					+47 70025290
node	6029407244	63.0975620	7.8214020	Bunnpris Rensvik	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00, Su 10:00-21:00"					+47 71525460
node	6029407246	62.4709640	6.1670070	Kiwi Sundgata	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 70125617
node	6029407247	62.1010890	7.2052470	Joker Geiranger	Joker		supermarket	"Mo-Sa 09:00-22:00, Su 10:00-22:00"				https://joker.no/finn-butikk/joker-geiranger	+47 70263033
node	6029407255	62.9162660	7.4474780	Extra Eide	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-eide-1477	+47 97 99 50 60
node	6029407256	62.3913141	6.5816796	Kiwi Sykkylven	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 70252557
node	6029408146	62.4402390	6.2729250	Kiwi Fiskarstrand	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 70190468
node	6029408147	63.1148463	7.7324286	Spar Fosnagata	Spar		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"					+47 71676590
node	6029408148	62.4701910	6.1383780	Rema 1000 Strandgata	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 70100290
node	6029408150	62.9104992	7.4333292	Kiwi Eide	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 71299810
node	6029408153	63.2198560	7.5927463	Grip kro			convenience						
node	6029408154	62.8184882	7.2385168	Kiwi Malmefjorden	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 71261112
node	6029408155	62.8353090	7.2347810	Bunnpris Sylteosen	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"					+47 71265588
node	6029408220	62.5086854	6.1285006	Eurospar Valderøy	Spar		supermarket	"Mo-Fr 08:00-23:00, Sa 09:00-21:00"					+47 70182208
node	6029408221	62.4643920	6.3171680	Spar Åsetorget	Spar		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"					+47 70143009
node	6029408222	62.8896701	8.5290974				supermarket						
node	6029408223	63.1216040	7.7853690	Kiwi Dale	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 71584028
node	6029408224	62.1494006	6.0843630	Spar Volda	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 70076318
node	6029408228	62.4622320	6.3642150	Spar Spjelkavik	Spar		supermarket	"Mo-Fr 07:00-23:00, Sa 09:00-21:00"					+47 70172700
node	6029408343	62.1454620	6.0743140	Kiwi Skjellebreida Volda	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 70077733
node	6029408344	63.0689080	8.2276250	Bunnpris Halsa	Bunnpris		supermarket	Mo-Sa 09:00-20:00					+47 71559988
node	6029408346	62.6314000	7.4933480	Nærbutikken Rødven	Nærbutikken		supermarket	"Mo-Th 10:00-17:00, Fr 10:00-18:00, Sa 10:00-15:00"					+47 40841059
node	6029408347	62.5044850	6.3960430	Spar Ellingsøy	Spar		supermarket	"Mo-Fr 07:00-21:00, Sa 08:00-21:00"					+47 70156078
node	6029408348	62.7438100	7.1695340	Kiwi Langmyrveien	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 71215115
node	6029408349	62.1450700	6.0662530	Bunnpris Volda	Bunnpris		supermarket	"Mo-Sa 09:00-20:00, Su 10:00-22:00"					
node	6029408350	62.7360260	7.0950140	Bunnpris Kvam	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"					+47 71254322
node	6029408351	62.3115806	6.9183612	Spar Svingen	Spar		supermarket	Mo-Sa 00:00-24:00					+47 90806555
node	6029408507	62.3376610	5.8518400	Rema 1000 Ulsteinvik	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 70011490
node	6029408508	62.5338400	7.4433810	Coop Prix Måndalen	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-mandalen-1501	+47 97 99 52 50
node	6029408509	62.5060000	6.6817500	Extra Skodje	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-skodje-1492	+47 97 99 52 85
node	6029408511	62.1199890	6.0267050	Coop Marked Folkestad	Coop Marked		supermarket	Mo-Sa 00:00-24:00				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-folkestad-1560	+47 97 99 13 63
node	6029408513	63.2676233	8.5299085	Extra Aure	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-aure-1791	+47 97 99 48 85
node	6029408514	63.1094882	7.7323035	Coop Mega Kristiansund	Coop Mega		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-kristiansund-2438	+47 97 99 49 75
node	6029408515	62.1432351	6.0702820	Coop Mega Volda	Coop Mega		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-volda-1558	+47 70 05 96 00
node	6029408536	62.3598900	6.2672580	Coop Marked Barstadvik	Coop Marked		supermarket	Mo-Sa 10:00-18:00				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-barstadvik-1528	+47 97 99 14 98
node	6029408538	62.9098650	8.2068500	Extra Tingvoll	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-tingvoll-1512	+47 97 99 48 65
node	6029408539	63.1190152	8.3096560	Coop Prix Vågland	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-vagland-1788	+47 97 99 48 70
node	6029408540	63.0088373	7.5666427	Coop Prix Bådalen	Coop Prix		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"					
node	6029408541	62.6407310	6.2686970	Coop Prix Haramsøy	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"					
node	6029408542	62.9738870	8.7278440	Extra Surnadal	Extra		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-21:00"				https://www.coop.no/butikker/extra/extra-surnadal-1797	+47 97 99 51 65
node	6029408543	62.1974790	5.4184400	Coop Marked Kvamsøy	Coop Marked		supermarket	Mo-Sa 06:00-24:00				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-kvamsoy-1548	+47 97 99 53 87
node	6029408544	62.1445150	6.0827720	Extra Rotset Volda	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-rotset-volda-4710	+47 70 07 80 83
node	6029408546	62.8425952	7.0296901	Coop Prix Tornes	Coop Prix		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-prix/coop-prix-tornes-2805	+47 97 99 50 80
node	6029408547	63.1102286	7.8016290	Extra Kristiansund	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-kristiansund-2500	+47 97 99 51 23
node	6029408548	62.6797667	8.1197219	Coop Marked Eresfjord	Coop Marked		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-eresfjord-1473	+47 97 99 53 32
node	6029408549	62.6735290	8.5676040	Extra Sunndalsøra	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-sunndalsora-2545	+47 97 99 51 80
node	6029408610	62.7056090	6.3740100	Coop Marked Fjørtoft	Coop Marked		supermarket	Mo-Su 06:00-24:00				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-fjortoft-1541	+47 70 21 13 03
node	6029408613	62.8061960	6.8864800	Extra Gossen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-gossen-1481	+47 97 99 53 45
node	6029408614	63.0379400	7.7855700	Coop Prix Frei	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-frei-1538	+47 97 99 53 40
